func,omega,algorithm,s8-start,s8-final,a1-start,a1-final,a2-start,a2-final,MD,MAD,RMSD,time,errors?
wb97m,300,LN_BOBYQA,3.5,0.77932848829595336,0.8,0.73602422929154843,5.25,2.7915728021163280,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,3.5,0.77932817651322928,0.8,0.73602434045698206,6.875,2.7915719834399648,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,3.5,0.77932915727025631,0.8,0.73602592335030259,8.5,2.7915653235283036,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,5.25,-0.38714730024423016,0.0,0.17461496193648152,2.0,1.6855914134631202,-0.3315,1.2755,2.0863,4,False
wb97m,300,LN_BOBYQA,5.25,0.77932902720159691,0.0,0.73602776531933345,3.625,2.7915563612697238,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77933001961689374,0.0,0.73602666786213666,5.25,2.7915625853912900,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932782666494138,0.0,0.73602518836052322,6.875,2.7915675721538293,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932846991296434,0.0,0.73602631377545968,8.5,2.7915627919263026,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,5.25,0.77933020731256464,0.2,0.73602611234613224,2.0,2.7915654326449384,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77933050276180760,0.2,0.73602622610240220,3.625,2.7915651565510888,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77932869276263561,0.2,0.73602583584224524,5.25,2.7915652940885920,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932924248274860,0.2,0.73602616098658513,6.875,2.7915642550981219,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77932900233577163,0.2,0.73602686206909407,8.5,2.7915606734168632,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77933056933796607,0.4,0.73602763449023378,2.0,2.7915584742577373,0.0194,0.1250,0.1851,3,False
